# BUSCO version is: 5.2.2 
# The lineage dataset is:  (Creation date: 2024-01-08, number of genomes: 80, number of BUSCOs: 1152)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
9517at135614	Complete	cluster_001_consensus	1857205	1858554	+	641.9	380	https://v10-1.orthodb.org/?query=9517at135614	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
9538at135614	Complete	cluster_001_consensus	316585	317679	+	438.4	299	https://v10-1.orthodb.org/?query=9538at135614	ATPase
9605at135614	Complete	cluster_001_consensus	2702368	2703663	-	683.6	391	https://v10-1.orthodb.org/?query=9605at135614	Histidinol dehydrogenase
9610at135614	Complete	cluster_001_consensus	1880242	1881702	+	638.1	404	https://v10-1.orthodb.org/?query=9610at135614	NADH:ubiquinone oxidoreductase subunit N
9626at135614	Complete	cluster_001_consensus	193425	194315	-	457.9	240	https://v10-1.orthodb.org/?query=9626at135614	Aromatic amino acid hydroxylase
9647at135614	Complete	cluster_001_consensus	3757314	3758732	+	572.5	373	https://v10-1.orthodb.org/?query=9647at135614	Aminopeptidase
9656at135614	Complete	cluster_001_consensus	468730	469764	-	605.6	301	https://v10-1.orthodb.org/?query=9656at135614	Biotin synthase
9739at135614	Complete	cluster_001_consensus	4616790	4617794	-	486.2	268	https://v10-1.orthodb.org/?query=9739at135614	tRNA-dihydrouridine synthase
9755at135614	Complete	cluster_001_consensus	2972663	2973868	+	534.5	328	https://v10-1.orthodb.org/?query=9755at135614	Imidazolonepropionase
9761at135614	Complete	cluster_001_consensus	1097141	1098547	-	589.5	373	https://v10-1.orthodb.org/?query=9761at135614	Peptidyl-prolyl cis-trans isomerase, PpiC-type
9764at135614	Complete	cluster_001_consensus	1840057	1841637	+	571.0	392	https://v10-1.orthodb.org/?query=9764at135614	LysM domain
9765at135614	Complete	cluster_001_consensus	1268762	1270468	-	650.4	420	https://v10-1.orthodb.org/?query=9765at135614	peptidase
9780at135614	Complete	cluster_001_consensus	4378011	4379147	+	340.7	258	https://v10-1.orthodb.org/?query=9780at135614	LysM domain
9806at135614	Complete	cluster_001_consensus	2182779	2183993	-	455.9	273	https://v10-1.orthodb.org/?query=9806at135614	HI0933-like insert domain superfamily
9818at135614	Complete	cluster_001_consensus	1312648	1313625	+	555.1	291	https://v10-1.orthodb.org/?query=9818at135614	3-oxoacyl-
9853at135614	Complete	cluster_001_consensus	3794	4900	+	443.1	304	https://v10-1.orthodb.org/?query=9853at135614	DNA-binding, RecF
9859at135614	Complete	cluster_001_consensus	2896679	2897806	-	602.6	333	https://v10-1.orthodb.org/?query=9859at135614	Phosphate transporter
9887at135614	Complete	cluster_001_consensus	1994229	1995302	-	492.6	289	https://v10-1.orthodb.org/?query=9887at135614	A/G-specific adenine glycosylase
9897at135614	Complete	cluster_001_consensus	4613950	4615365	-	624.8	396	https://v10-1.orthodb.org/?query=9897at135614	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
9947at135614	Complete	cluster_001_consensus	1732084	1733274	-	584.5	325	https://v10-1.orthodb.org/?query=9947at135614	1-deoxy-D-xylulose 5-phosphate reductoisomerase
9991at135614	Complete	cluster_001_consensus	1008214	1009269	+	441.8	255	https://v10-1.orthodb.org/?query=9991at135614	S-adenosyl-L-methionine-dependent methyltransferase
10021at135614	Complete	cluster_001_consensus	1843863	1844789	+	473.8	257	https://v10-1.orthodb.org/?query=10021at135614	ribosomal protein L3 N(5)-glutamine methyltransferase
10041at135614	Complete	cluster_001_consensus	1023025	1024263	+	651.3	323	https://v10-1.orthodb.org/?query=10041at135614	Cell division protein FtsZ
10042at135614	Complete	cluster_001_consensus	4189048	4190319	+	568.7	365	https://v10-1.orthodb.org/?query=10042at135614	RND efflux pump, membrane fusion protein
10064at135614	Complete	cluster_001_consensus	4002305	4003396	-	516.3	301	https://v10-1.orthodb.org/?query=10064at135614	Small ribosomal subunit biogenesis GTPase RsgA
10072at135614	Complete	cluster_001_consensus	3089739	3090953	+	558.7	315	https://v10-1.orthodb.org/?query=10072at135614	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
10090at135614	Complete	cluster_001_consensus	2864962	2865996	-	595.0	292	https://v10-1.orthodb.org/?query=10090at135614	Protein RecA
10097at135614	Complete	cluster_001_consensus	2280529	2281413	-	498.3	261	https://v10-1.orthodb.org/?query=10097at135614	Carbon-nitrogen hydrolase
10120at135614	Complete	cluster_001_consensus	2495814	2496782	+	577.5	285	https://v10-1.orthodb.org/?query=10120at135614	Pyridine nucleotide-disulphide oxidoreductase, class-II
10127at135614	Complete	cluster_001_consensus	1504148	1505098	+	519.8	275	https://v10-1.orthodb.org/?query=10127at135614	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
10137at135614	Complete	cluster_001_consensus	842755	843939	-	364.5	308	https://v10-1.orthodb.org/?query=10137at135614	Aminotransferase
10206at135614	Complete	cluster_001_consensus	2496843	2497961	+	509.5	298	https://v10-1.orthodb.org/?query=10206at135614	Peptidogalycan biosysnthesis/recognition
10227at135614	Complete	cluster_001_consensus	4128271	4129158	-	507.9	261	https://v10-1.orthodb.org/?query=10227at135614	Glucose-1-phosphate thymidylyltransferase
10232at135614	Complete	cluster_001_consensus	2387755	2388996	+	623.1	373	https://v10-1.orthodb.org/?query=10232at135614	Cell division protein FtsX
10253at135614	Complete	cluster_001_consensus	3530240	3531190	+	503.5	269	https://v10-1.orthodb.org/?query=10253at135614	Glutathione synthetase
10259at135614	Complete	cluster_001_consensus	3406998	3408110	+	523.1	311	https://v10-1.orthodb.org/?query=10259at135614	3-dehydroquinate synthase
10304at135614	Complete	cluster_001_consensus	3668709	3669704	-	538.0	279	https://v10-1.orthodb.org/?query=10304at135614	Pseudouridine synthase
10330at135614	Complete	cluster_001_consensus	2231670	2232620	+	453.5	274	https://v10-1.orthodb.org/?query=10330at135614	N-acetyl-gamma-glutamyl-phosphate reductase
10403at135614	Complete	cluster_001_consensus	1173878	1175176	-	598.6	360	https://v10-1.orthodb.org/?query=10403at135614	Glutamyl-tRNA reductase
10411at135614	Complete	cluster_001_consensus	1283817	1285787	+	699.7	516	https://v10-1.orthodb.org/?query=10411at135614	Peptidyl-prolyl cis-trans isomerase, PpiC-type
10421at135614	Complete	cluster_001_consensus	2135443	2136444	-	487.2	288	https://v10-1.orthodb.org/?query=10421at135614	magnesium transporter CorA
10493at135614	Complete	cluster_001_consensus	4477836	4479254	+	588.1	374	https://v10-1.orthodb.org/?query=10493at135614	Peptidase M23
10542at135614	Complete	cluster_001_consensus	4417463	4418278	-	332.2	216	https://v10-1.orthodb.org/?query=10542at135614	NADPH-dependent 7-cyano-7-deazaguanine reductase
10616at135614	Complete	cluster_001_consensus	4510149	4511006	+	448.2	217	https://v10-1.orthodb.org/?query=10616at135614	spermidine synthase
10621at135614	Complete	cluster_001_consensus	4807279	4808199	-	471.8	240	https://v10-1.orthodb.org/?query=10621at135614	tRNA 2-thiocytidine(32) synthetase TtcA
10626at135614	Complete	cluster_001_consensus	3105811	3106941	-	612.8	336	https://v10-1.orthodb.org/?query=10626at135614	Chaperone protein DnaJ
10633at135614	Complete	cluster_001_consensus	3339075	3340337	+	506.2	347	https://v10-1.orthodb.org/?query=10633at135614	SUF system FeS cluster assembly, SufBD
10650at135614	Complete	cluster_001_consensus	2140283	2141296	-	536.6	278	https://v10-1.orthodb.org/?query=10650at135614	PhoH
10682at135614	Complete	cluster_001_consensus	2200851	2201879	-	496.7	286	https://v10-1.orthodb.org/?query=10682at135614	Lysine-2,3-aminomutase/glutamate 2,3-aminomutase
10700at135614	Complete	cluster_001_consensus	3541447	3542961	-	390.2	391	https://v10-1.orthodb.org/?query=10700at135614	Tetratricopeptide-like helical domain superfamily
10708at135614	Complete	cluster_001_consensus	246630	247655	+	555.3	302	https://v10-1.orthodb.org/?query=10708at135614	Glycerol-3-phosphate dehydrogenase 
10726at135614	Complete	cluster_001_consensus	2875302	2876204	-	438.8	254	https://v10-1.orthodb.org/?query=10726at135614	Dihydropteroate synthase
10750at135614	Complete	cluster_001_consensus	3685656	3686990	-	544.4	334	https://v10-1.orthodb.org/?query=10750at135614	Histidine kinase
10846at135614	Complete	cluster_001_consensus	2658366	2659355	-	548.5	254	https://v10-1.orthodb.org/?query=10846at135614	Peptide chain release factor 2
10898at135614	Complete	cluster_001_consensus	4802902	4803918	+	393.4	260	https://v10-1.orthodb.org/?query=10898at135614	Ferrochelatase
10902at135614	Complete	cluster_001_consensus	3323222	3324169	-	405.4	253	https://v10-1.orthodb.org/?query=10902at135614	Aspartate carbamoyltransferase
10942at135614	Complete	cluster_001_consensus	3311710	3312708	+	505.0	277	https://v10-1.orthodb.org/?query=10942at135614	Octaprenyl-diphosphate synthase
10973at135614	Complete	cluster_001_consensus	2069214	2070182	+	324.5	257	https://v10-1.orthodb.org/?query=10973at135614	Protein-export membrane protein SecF
10977at135614	Complete	cluster_001_consensus	982783	983613	+	409.7	237	https://v10-1.orthodb.org/?query=10977at135614	S-formylglutathione hydrolase
11000at135614	Complete	cluster_001_consensus	1356566	1357429	+	310.2	223	https://v10-1.orthodb.org/?query=11000at135614	Protein HflC
11023at135614	Complete	cluster_001_consensus	2166890	2168230	-	573.6	381	https://v10-1.orthodb.org/?query=11023at135614	Exonuclease VII, large subunit
11053at135614	Complete	cluster_001_consensus	4878674	4879489	-	428.1	247	https://v10-1.orthodb.org/?query=11053at135614	Formamidopyrimidine-DNA glycosylase
11064at135614	Complete	cluster_001_consensus	3962795	3963907	-	466.2	322	https://v10-1.orthodb.org/?query=11064at135614	Glycosyl transferase
11077at135614	Complete	cluster_001_consensus	837899	838864	+	551.6	295	https://v10-1.orthodb.org/?query=11077at135614	Winged helix-like DNA-binding domain superfamily
11088at135614	Complete	cluster_001_consensus	4364596	4365510	+	344.9	229	https://v10-1.orthodb.org/?query=11088at135614	Lipid A biosynthesis lauroyl acyltransferase
11120at135614	Complete	cluster_001_consensus	3109773	3110825	-	502.6	297	https://v10-1.orthodb.org/?query=11120at135614	Heat-inducible transcription repressor HrcA
11125at135614	Complete	cluster_001_consensus	2386186	2386968	+	452.0	223	https://v10-1.orthodb.org/?query=11125at135614	Succinate dehydrogenase iron-sulfur subunit
11152at135614	Complete	cluster_001_consensus	4115869	4116795	+	379.6	263	https://v10-1.orthodb.org/?query=11152at135614	Mce/MlaD
11187at135614	Complete	cluster_001_consensus	1091264	1092154	+	366.1	231	https://v10-1.orthodb.org/?query=11187at135614	Prolipoprotein diacylglyceryl transferase
11188at135614	Complete	cluster_001_consensus	649075	650112	+	572.8	304	https://v10-1.orthodb.org/?query=11188at135614	Anthranilate phosphoribosyltransferase
11223at135614	Complete	cluster_001_consensus	1178716	1179675	+	541.6	280	https://v10-1.orthodb.org/?query=11223at135614	Ribose-phosphate pyrophosphokinase
11251at135614	Complete	cluster_001_consensus	1718551	1719510	-	564.1	289	https://v10-1.orthodb.org/?query=11251at135614	Acetyl-CoA carboxylase, alpha subunit
11283at135614	Complete	cluster_001_consensus	1092151	1092945	+	318.9	171	https://v10-1.orthodb.org/?query=11283at135614	Thymidylate synthase
11320at135614	Complete	cluster_001_consensus	2846923	2847831	-	371.3	241	https://v10-1.orthodb.org/?query=11320at135614	4-hydroxy-tetrahydrodipicolinate synthase
11327at135614	Complete	cluster_001_consensus	3357001	3358023	+	393.1	275	https://v10-1.orthodb.org/?query=11327at135614	Aminoglycoside phosphotransferase
11355at135614	Complete	cluster_001_consensus	4601615	4602538	-	473.3	271	https://v10-1.orthodb.org/?query=11355at135614	Arginase
11377at135614	Complete	cluster_001_consensus	652872	653666	+	448.4	224	https://v10-1.orthodb.org/?query=11377at135614	S-adenosylmethionine decarboxylase
11378at135614	Complete	cluster_001_consensus	3373977	3374927	+	484.5	263	https://v10-1.orthodb.org/?query=11378at135614	HPr kinase/phosphorylase
11379at135614	Complete	cluster_001_consensus	3020457	3021422	-	471.1	282	https://v10-1.orthodb.org/?query=11379at135614	5'-nucleotidase
11380at135614	Complete	cluster_001_consensus	4040308	4041402	-	518.7	319	https://v10-1.orthodb.org/?query=11380at135614	Riboflavin biosynthesis protein RibD
11388at135614	Complete	cluster_001_consensus	1024495	1025406	+	503.6	262	https://v10-1.orthodb.org/?query=11388at135614	UDP-3-O-acyl-N-acetylglucosamine deacetylase
11395at135614	Complete	cluster_001_consensus	2469518	2470660	+	497.9	310	https://v10-1.orthodb.org/?query=11395at135614	Rhodanese-like domain
11415at135614	Complete	cluster_001_consensus	2414097	2415083	+	454.2	263	https://v10-1.orthodb.org/?query=11415at135614	Pseudouridine synthase
11416at135614	Complete	cluster_001_consensus	1488963	1489877	-	433.6	244	https://v10-1.orthodb.org/?query=11416at135614	Acyl-CoA thioesterase
11420at135614	Complete	cluster_001_consensus	3074975	3075850	+	446.3	249	https://v10-1.orthodb.org/?query=11420at135614	Multidrug ABC transporter ATP-binding protein
11446at135614	Complete	cluster_001_consensus	2678794	2679690	+	518.2	267	https://v10-1.orthodb.org/?query=11446at135614	Hydroxymethylglutaryl-CoA lyase
11460at135614	Complete	cluster_001_consensus	3426817	3427848	-	412.6	253	https://v10-1.orthodb.org/?query=11460at135614	Alpha/Beta hydrolase fold
11482at135614	Complete	cluster_001_consensus	4403707	4404549	-	427.1	240	https://v10-1.orthodb.org/?query=11482at135614	Histidine kinase
11569at135614	Complete	cluster_001_consensus	2874319	2875302	-	412.7	258	https://v10-1.orthodb.org/?query=11569at135614	tRNA dimethylallyltransferase
11571at135614	Complete	cluster_001_consensus	1319719	1320777	+	430.7	261	https://v10-1.orthodb.org/?query=11571at135614	Endolytic murein transglycosylase
11573at135614	Complete	cluster_001_consensus	2901305	2902306	-	511.0	285	https://v10-1.orthodb.org/?query=11573at135614	Luciferase-like domain
11576at135614	Complete	cluster_001_consensus	1355427	1356566	+	472.4	286	https://v10-1.orthodb.org/?query=11576at135614	Protein HflK
11636at135614	Complete	cluster_001_consensus	2294459	2295343	+	478.6	255	https://v10-1.orthodb.org/?query=11636at135614	Tetrahydrofolate dehydrogenase/cyclohydrolase
11638at135614	Complete	cluster_001_consensus	3320819	3321700	+	338.7	235	https://v10-1.orthodb.org/?query=11638at135614	Phenazine biosynthesis PhzF protein
11643at135614	Complete	cluster_001_consensus	4379219	4380355	+	428.4	273	https://v10-1.orthodb.org/?query=11643at135614	DNA recombination-mediator protein A
11669at135614	Complete	cluster_001_consensus	4479538	4480680	+	472.1	311	https://v10-1.orthodb.org/?query=11669at135614	Anhydro-N-acetylmuramic acid kinase
11672at135614	Complete	cluster_001_consensus	1104674	1105855	+	500.2	334	https://v10-1.orthodb.org/?query=11672at135614	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
11681at135614	Complete	cluster_001_consensus	2260580	2262226	-	499.0	314	https://v10-1.orthodb.org/?query=11681at135614	Pseudouridine synthase
11684at135614	Complete	cluster_001_consensus	2698056	2698832	-	426.9	225	https://v10-1.orthodb.org/?query=11684at135614	Imidazole glycerol phosphate synthase subunit HisF
11693at135614	Complete	cluster_001_consensus	2701280	2702371	-	443.4	299	https://v10-1.orthodb.org/?query=11693at135614	Histidinol-phosphate aminotransferase
11701at135614	Complete	cluster_001_consensus	2986346	2987410	-	572.9	306	https://v10-1.orthodb.org/?query=11701at135614	Methylthioribose-1-phosphate isomerase
11710at135614	Complete	cluster_001_consensus	3683795	3684658	+	395.0	236	https://v10-1.orthodb.org/?query=11710at135614	Peptidase A24A, N-terminal
11732at135614	Complete	cluster_001_consensus	1172815	1173900	-	542.5	304	https://v10-1.orthodb.org/?query=11732at135614	Peptide chain release factor 1
11759at135614	Complete	cluster_001_consensus	1314573	1315517	+	465.1	265	https://v10-1.orthodb.org/?query=11759at135614	Malonyl CoA-acyl carrier protein transacylase
11780at135614	Complete	cluster_001_consensus	3957159	3958532	+	531.1	377	https://v10-1.orthodb.org/?query=11780at135614	membrane protein
11792at135614	Complete	cluster_001_consensus	2988976	2989938	-	434.3	264	https://v10-1.orthodb.org/?query=11792at135614	Aminoacyl-tRNA synthetase, class II
11827at135614	Complete	cluster_001_consensus	4157930	4158919	-	564.4	294	https://v10-1.orthodb.org/?query=11827at135614	Fumarylacetoacetase-like, C-terminal
11882at135614	Complete	cluster_001_consensus	3960558	3961418	+	417.2	236	https://v10-1.orthodb.org/?query=11882at135614	lipid A biosynthesis lauroyl acyltransferase
11897at135614	Complete	cluster_001_consensus	1203652	1204479	+	506.6	249	https://v10-1.orthodb.org/?query=11897at135614	Ribosomal protein L2
11899at135614	Complete	cluster_001_consensus	4656819	4657835	+	456.3	259	https://v10-1.orthodb.org/?query=11899at135614	ABC transporter
11994at135614	Complete	cluster_001_consensus	1726853	1727866	-	480.0	288	https://v10-1.orthodb.org/?query=11994at135614	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
12028at135614	Complete	cluster_001_consensus	1873948	1875039	+	516.6	294	https://v10-1.orthodb.org/?query=12028at135614	NADH-quinone oxidoreductase subunit H
12042at135614	Complete	cluster_001_consensus	2195942	2196775	-	405.3	214	https://v10-1.orthodb.org/?query=12042at135614	inositol monophosphatase
12057at135614	Complete	cluster_001_consensus	4647656	4648849	-	478.4	336	https://v10-1.orthodb.org/?query=12057at135614	Sodium ABC transporter permease
12087at135614	Complete	cluster_001_consensus	602852	603778	-	542.1	277	https://v10-1.orthodb.org/?query=12087at135614	Phosphoribosylaminoimidazole-succinocarboxamide synthase
12088at135614	Complete	cluster_001_consensus	4376136	4377059	-	416.6	252	https://v10-1.orthodb.org/?query=12088at135614	Methionyl-tRNA formyltransferase
12122at135614	Complete	cluster_001_consensus	1134988	1135929	-	513.1	279	https://v10-1.orthodb.org/?query=12122at135614	Winged helix-like DNA-binding domain superfamily
12134at135614	Complete	cluster_001_consensus	1096168	1097136	-	417.8	275	https://v10-1.orthodb.org/?query=12134at135614	4-hydroxythreonine-4-phosphate dehydrogenase
12144at135614	Complete	cluster_001_consensus	4019484	4020410	+	459.7	273	https://v10-1.orthodb.org/?query=12144at135614	Rhodanese-like domain
12207at135614	Complete	cluster_001_consensus	2883598	2884707	-	448.5	287	https://v10-1.orthodb.org/?query=12207at135614	Pseudouridine synthase, TruD
12245at135614	Complete	cluster_001_consensus	4203287	4204150	-	537.5	270	https://v10-1.orthodb.org/?query=12245at135614	ATP synthase, F1 complex, gamma subunit
12269at135614	Complete	cluster_001_consensus	1842287	1843135	-	429.8	242	https://v10-1.orthodb.org/?query=12269at135614	Phosphatidylserine decarboxylase
12276at135614	Complete	cluster_001_consensus	1626758	1627558	+	380.8	234	https://v10-1.orthodb.org/?query=12276at135614	Signal peptidase I
12316at135614	Complete	cluster_001_consensus	3190886	3191923	+	422.5	248	https://v10-1.orthodb.org/?query=12316at135614	peptidyl-prolyl cis-trans isomerase
12335at135614	Complete	cluster_001_consensus	4482594	4483394	-	417.7	226	https://v10-1.orthodb.org/?query=12335at135614	AP endonuclease 1
12365at135614	Complete	cluster_001_consensus	3409845	3411266	+	82.0	333	https://v10-1.orthodb.org/?query=12365at135614	Major facilitator superfamily
12369at135614	Complete	cluster_001_consensus	230587	232029	+	608.2	376	https://v10-1.orthodb.org/?query=12369at135614	Ammonium transporter
12381at135614	Complete	cluster_001_consensus	1637253	1638257	+	499.4	277	https://v10-1.orthodb.org/?query=12381at135614	Glycoside hydrolase, family 3, N-terminal
12417at135614	Complete	cluster_001_consensus	1856238	1857122	+	465.7	243	https://v10-1.orthodb.org/?query=12417at135614	Acetyl-CoA carboxylase
12457at135614	Complete	cluster_001_consensus	1746652	1747428	+	460.0	231	https://v10-1.orthodb.org/?query=12457at135614	Methionine aminopeptidase
12459at135614	Complete	cluster_001_consensus	3846533	3847552	-	536.4	280	https://v10-1.orthodb.org/?query=12459at135614	ATPase AAA
12558at135614	Complete	cluster_001_consensus	1085607	1086878	+	274.2	260	https://v10-1.orthodb.org/?query=12558at135614	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
12588at135614	Complete	cluster_001_consensus	1786023	1786802	-	397.7	224	https://v10-1.orthodb.org/?query=12588at135614	ferredoxin--NADP(+) reductase
12604at135614	Complete	cluster_001_consensus	4806307	4807212	-	409.2	253	https://v10-1.orthodb.org/?query=12604at135614	Recombination-associated protein RdgC
12635at135614	Complete	cluster_001_consensus	4391210	4392586	-	604.3	388	https://v10-1.orthodb.org/?query=12635at135614	MATE family efflux transporter
12777at135614	Complete	cluster_001_consensus	1499386	1500396	+	374.5	239	https://v10-1.orthodb.org/?query=12777at135614	Riboflavin kinase
12835at135614	Complete	cluster_001_consensus	4374826	4376136	-	486.0	357	https://v10-1.orthodb.org/?query=12835at135614	16S rRNA (cytosine(967)-C(5))-methyltransferase
12844at135614	Complete	cluster_001_consensus	4484976	4485773	+	468.3	238	https://v10-1.orthodb.org/?query=12844at135614	Chromosome partitioning protein
12851at135614	Complete	cluster_001_consensus	3688347	3689222	-	502.9	264	https://v10-1.orthodb.org/?query=12851at135614	ATP-grasp fold
12856at135614	Complete	cluster_001_consensus	3368187	3369188	+	510.9	282	https://v10-1.orthodb.org/?query=12856at135614	Arabinose 5-phosphate isomerase
12868at135614	Complete	cluster_001_consensus	1251404	1252696	+	482.1	345	https://v10-1.orthodb.org/?query=12868at135614	Mur ligase, central
12873at135614	Complete	cluster_001_consensus	4607950	4608678	-	194.0	164	https://v10-1.orthodb.org/?query=12873at135614	Type III pantothenate kinase
12911at135614	Complete	cluster_001_consensus	3866532	3867257	+	421.5	208	https://v10-1.orthodb.org/?query=12911at135614	Ribonuclease PH
12942at135614	Complete	cluster_001_consensus	580786	581670	+	457.7	246	https://v10-1.orthodb.org/?query=12942at135614	Tryptophan 2,3-dioxygenase
12979at135614	Complete	cluster_001_consensus	3755999	3756712	+	278.8	173	https://v10-1.orthodb.org/?query=12979at135614	Fumarylacetoacetase-like, C-terminal
12990at135614	Complete	cluster_001_consensus	3338311	3339075	+	430.9	222	https://v10-1.orthodb.org/?query=12990at135614	FeS cluster assembly SUF system, ATPase SufC
13033at135614	Complete	cluster_001_consensus	3043870	3044733	+	413.8	246	https://v10-1.orthodb.org/?query=13033at135614	Phosphate transport system permease protein PstA
13053at135614	Complete	cluster_001_consensus	3206073	3207020	+	406.0	250	https://v10-1.orthodb.org/?query=13053at135614	Membrane protein
13075at135614	Complete	cluster_001_consensus	2136459	2137730	-	570.8	345	https://v10-1.orthodb.org/?query=13075at135614	Membrane protein
13095at135614	Complete	cluster_001_consensus	2291039	2291932	+	419.4	238	https://v10-1.orthodb.org/?query=13095at135614	UTP--glucose-1-phosphate uridylyltransferase
13096at135614	Complete	cluster_001_consensus	3436250	3437140	+	303.4	219	https://v10-1.orthodb.org/?query=13096at135614	Heat shock protein Hsp33
13106at135614	Complete	cluster_001_consensus	4461884	4462759	-	476.5	256	https://v10-1.orthodb.org/?query=13106at135614	Cytochrome c oxidase subunit III
13164at135614	Complete	cluster_001_consensus	1739310	1740131	-	514.7	231	https://v10-1.orthodb.org/?query=13164at135614	Ribosomal protein S2
13203at135614	Complete	cluster_001_consensus	689169	690134	-	421.2	259	https://v10-1.orthodb.org/?query=13203at135614	Ribosomal protein L11 methyltransferase
13204at135614	Complete	cluster_001_consensus	3669825	3670706	+	390.0	225	https://v10-1.orthodb.org/?query=13204at135614	Outer membrane protein assembly factor BamD
13222at135614	Complete	cluster_001_consensus	1267898	1268674	-	381.7	197	https://v10-1.orthodb.org/?query=13222at135614	Signal transduction response regulator, C-terminal effector
13241at135614	Complete	cluster_001_consensus	4113826	4114938	+	430.9	238	https://v10-1.orthodb.org/?query=13241at135614	ABC transporter permease
13305at135614	Complete	cluster_001_consensus	4401900	4402775	-	457.5	254	https://v10-1.orthodb.org/?query=13305at135614	RNA polymerase sigma factor RpoH
13342at135614	Complete	cluster_001_consensus	4098385	4099491	-	440.9	300	https://v10-1.orthodb.org/?query=13342at135614	Permease LptG/LptF-related
13371at135614	Complete	cluster_001_consensus	461015	461974	+	404.3	263	https://v10-1.orthodb.org/?query=13371at135614	Serine dehydratase
13406at135614	Complete	cluster_001_consensus	4742429	4743208	-	368.8	214	https://v10-1.orthodb.org/?query=13406at135614	Exodeoxyribonuclease III
13413at135614	Complete	cluster_001_consensus	1750056	1751222	+	420.9	231	https://v10-1.orthodb.org/?query=13413at135614	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
13454at135614	Complete	cluster_001_consensus	1292645	1293694	-	538.3	306	https://v10-1.orthodb.org/?query=13454at135614	Glycosyl transferase, family 9
13480at135614	Complete	cluster_001_consensus	1305303	1306256	-	465.4	255	https://v10-1.orthodb.org/?query=13480at135614	ATPase
13508at135614	Complete	cluster_001_consensus	3184907	3185764	+	348.1	227	https://v10-1.orthodb.org/?query=13508at135614	Thioredoxin
13518at135614	Complete	cluster_001_consensus	2137727	2138605	-	465.5	251	https://v10-1.orthodb.org/?query=13518at135614	Magnesium transporter
13584at135614	Complete	cluster_001_consensus	1033189	1034016	-	489.3	255	https://v10-1.orthodb.org/?query=13584at135614	Methylenetetrahydrofolate reductase
13592at135614	Complete	cluster_001_consensus	2881975	2882754	-	411.2	221	https://v10-1.orthodb.org/?query=13592at135614	5'-nucleotidase SurE
13601at135614	Complete	cluster_001_consensus	470655	471560	-	438.3	248	https://v10-1.orthodb.org/?query=13601at135614	4-hydroxybenzoate octaprenyltransferase
13619at135614	Complete	cluster_001_consensus	4586899	4588143	+	425.5	283	https://v10-1.orthodb.org/?query=13619at135614	RND efflux pump, membrane fusion protein
13647at135614	Complete	cluster_001_consensus	1475756	1476952	+	479.8	298	https://v10-1.orthodb.org/?query=13647at135614	Histidine kinase
13650at135614	Complete	cluster_001_consensus	3531187	3532062	+	375.7	253	https://v10-1.orthodb.org/?query=13650at135614	Energy transducer TonB
13665at135614	Complete	cluster_001_consensus	4485773	4486702	+	388.3	246	https://v10-1.orthodb.org/?query=13665at135614	Chromosome partitioning protein ParB
13668at135614	Complete	cluster_001_consensus	2809204	2810046	-	410.0	250	https://v10-1.orthodb.org/?query=13668at135614	pantoate--beta-alanine ligase
13692at135614	Complete	cluster_001_consensus	3840494	3842233	-	447.7	412	https://v10-1.orthodb.org/?query=13692at135614	Aerotolerance-related protein BatD
13726at135614	Complete	cluster_001_consensus	4931337	4933463	-	529.0	470	https://v10-1.orthodb.org/?query=13726at135614	RecBCD enzyme subunit RecD
13733at135614	Complete	cluster_001_consensus	2204788	2205507	+	361.8	197	https://v10-1.orthodb.org/?query=13733at135614	Ubiquinone biosynthesis O-methyltransferase
13782at135614	Complete	cluster_001_consensus	4588525	4589214	+	400.5	205	https://v10-1.orthodb.org/?query=13782at135614	ABC transporter ATP-binding protein
13787at135614	Complete	cluster_001_consensus	4615395	4616078	-	415.2	201	https://v10-1.orthodb.org/?query=13787at135614	Transcriptional regulator
13794at135614	Complete	cluster_001_consensus	1324989	1325885	+	478.2	264	https://v10-1.orthodb.org/?query=13794at135614	methylisocitrate lyase
13836at135614	Complete	cluster_001_consensus	1628632	1629531	+	460.6	259	https://v10-1.orthodb.org/?query=13836at135614	GTPase Era
13845at135614	Complete	cluster_001_consensus	4130507	4131253	+	408.9	213	https://v10-1.orthodb.org/?query=13845at135614	Electron transfer flavoprotein, beta subunit
13855at135614	Complete	cluster_001_consensus	2888394	2889224	-	472.2	247	https://v10-1.orthodb.org/?query=13855at135614	3-deoxy-8-phosphooctulonate synthase
13881at135614	Complete	cluster_001_consensus	1796750	1797580	+	439.3	233	https://v10-1.orthodb.org/?query=13881at135614	THIF-type NAD/FAD binding fold
13923at135614	Complete	cluster_001_consensus	1142102	1143070	-	450.2	256	https://v10-1.orthodb.org/?query=13923at135614	5'-3' exonuclease, alpha-helical arch, N-terminal
