Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	3104568	3105476	-	FAFAHP_13375	pdxY	pyridoxal kinase	RefSeq:WP_039511677.1, SO:0001217, UniParc:UPI0003A818F6, UniRef:UniRef100_W4SC42, UniRef:UniRef50_A0A0A6TT53, UniRef:UniRef90_A0A0A6TT53
cluster_001_consensus	cds	3105811	3106941	-	FAFAHP_13380	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_039511676.1, SO:0001217, UniParc:UPI0003E06302, UniRef:UniRef100_W4SCN8, UniRef:UniRef50_B4SSQ7, UniRef:UniRef90_Q8PMA9
cluster_001_consensus	cds	3107084	3109012	-	FAFAHP_13385	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0051082, GO:0140662, RefSeq:WP_039511674.1, SO:0001217, UniParc:UPI0002AB73CA, UniRef:UniRef100_L7PG76, UniRef:UniRef50_B4SSQ6, UniRef:UniRef90_B4SSQ6
cluster_001_consensus	cds	3109155	3109673	-	FAFAHP_13390	grpE	nucleotide exchange factor GrpE	COG:COG0576, COG:O, GO:0000774, GO:0005737, GO:0006457, GO:0042803, GO:0051087, RefSeq:WP_039511673.1, SO:0001217, UniParc:UPI0003E0866F, UniRef:UniRef100_W4SBJ7, UniRef:UniRef50_Q8PAL0, UniRef:UniRef90_Q8PAL0
cluster_001_consensus	cds	3109773	3110825	-	FAFAHP_13395	hrcA	heat-inducible transcriptional repressor HrcA	COG:COG1420, COG:K, GO:0003677, GO:0045892, RefSeq:WP_024939315.1, SO:0001217, UniParc:UPI00039E6FE3, UniRef:UniRef100_A0A0E3UCQ7, UniRef:UniRef50_Q8PAL1, UniRef:UniRef90_Q8PAL1
cluster_001_consensus	cds	3110942	3112606	+	FAFAHP_13400	recN	DNA repair protein RecN	COG:COG0497, COG:L, RefSeq:WP_249463044.1, SO:0001217, UniParc:UPI002019D670, UniRef:UniRef100_UPI002019D670, UniRef:UniRef50_Q87BS5, UniRef:UniRef90_Q8PAL2
cluster_001_consensus	cds	3112715	3113125	-	FAFAHP_13405	fur	ferric iron uptake transcriptional regulator	COG:COG0735, COG:P, RefSeq:WP_016901564.1, SO:0001217, UniParc:UPI0003040695, UniRef:UniRef100_W4SCP3, UniRef:UniRef50_A0A7C9VES6, UniRef:UniRef90_Q5H190
cluster_001_consensus	cds	3113230	3113625	+	FAFAHP_13410	bamE	Outer membrane protein assembly factor BamE	COG:COG2913, COG:M, GO:0030674, GO:0043165, GO:0051205, GO:1990063, KEGG:K06186, RefSeq:WP_016901565.1, SO:0001217, UniParc:UPI0003077AD2, UniRef:UniRef100_A0A2N7V3J0, UniRef:UniRef50_Q8PAL4, UniRef:UniRef90_Q8PAL4
cluster_001_consensus	cds	3113902	3114177	-	FAFAHP_13415	rnfH	RnfH family protein	RefSeq:WP_016901566.1, SO:0001217, UniParc:UPI0002F1C463, UniRef:UniRef100_A0A2N7V3N8, UniRef:UniRef50_Q9PAZ9, UniRef:UniRef90_A0A0E3YMW7
cluster_001_consensus	cds	3114180	3114611	-	FAFAHP_13420	pasT	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	COG:COG2867, COG:J, RefSeq:WP_016901567.1, SO:0001217, UniParc:UPI0002E29B26, UniRef:UniRef100_A0A0E3UCQ5, UniRef:UniRef50_A0A1Y5Q8E7, UniRef:UniRef90_V7ZDL2
cluster_001_consensus	cds	3114672	3115175	+	FAFAHP_13425	smpB	SsrA-binding protein SmpB	COG:COG0691, COG:O, GO:0003723, GO:0005737, GO:0070929, RefSeq:WP_039511671.1, SO:0001217, UniParc:UPI0003E0822B, UniRef:UniRef100_W4SC51, UniRef:UniRef50_B0TY34, UniRef:UniRef90_B2SQV2
cluster_001_consensus	cds	3115315	3117771	-	FAFAHP_13430		Peptidase-S8 domain-containing protein	RefSeq:WP_039511669.1, SO:0001217, UniParc:UPI0003E07F7A, UniRef:UniRef100_W4SCP7, UniRef:UniRef50_A0A0R0CPC5, UniRef:UniRef90_W4SCP7
cluster_001_consensus	tmRNA	3117905	3118301	+	FAFAHP_13435	ssrA	transfer-messenger RNA, SsrA	SO:0000584
cluster_001_consensus	cds	3118616	3118882	+	FAFAHP_13440	tnp	IS3 family ISXca2 transposase ORF A	IS:ISXca2, RefSeq:WP_003474297.1, SO:0001217, UniParc:UPI0001FD4BA8, UniRef:UniRef100_W4SHX1, UniRef:UniRef50_A0A352KQN0, UniRef:UniRef90_A0A0B2C525
cluster_001_consensus	cds	3118981	3119724	+	FAFAHP_13445	tnp	IS3 family transposase ORF B	COG:COG2801, COG:X, SO:0001217, UniRef:UniRef50_A0A0H2XAY0, UniRef:UniRef90_A0A0H2XAY0
cluster_001_consensus	cds	3120054	3120710	-	FAFAHP_13450		Avirulence protein AvrXv3	RefSeq:WP_198528705.1, SO:0001217, UniParc:UPI000B179042, UniRef:UniRef100_W4SF42, UniRef:UniRef50_A0A3M5J7K3, UniRef:UniRef90_A0A8D6Y4H6
cluster_001_consensus	cds	3120913	3121455	+	FAFAHP_13455		Baseplate assembly protein	SO:0001217, UniParc:UPI0003E0727E, UniRef:UniRef100_A0A5P3KQV9, UniRef:UniRef50_A0A7Z7J4X3, UniRef:UniRef90_A0A5P3KQV9
cluster_001_consensus	cds	3121407	3121760	+	FAFAHP_13460		Baseplate assembly protein J	SO:0001217, UniRef:UniRef50_A0A2H1SQY8, UniRef:UniRef90_A0A2H1SQY8
cluster_001_consensus	cds	3121753	3122298	+	FAFAHP_13465		phage tail protein I	RefSeq:WP_039510540.1, SO:0001217, UniParc:UPI0003E07554, UniRef:UniRef100_A0A5P3KQ96, UniRef:UniRef50_A0A4Q8LCH0, UniRef:UniRef90_A0A8D6UZ54
cluster_001_consensus	cds	3122311	3122922	+	FAFAHP_13470		Phage tail protein	RefSeq:WP_223571009.1, SO:0001217, UniParc:UPI000ACD180D, UniRef:UniRef100_UPI000ACD180D, UniRef:UniRef50_A0A8D6Y4V6, UniRef:UniRef90_A0A8D6Y4V6
cluster_001_consensus	cds	3122961	3124418	+	FAFAHP_13475		Peptidase S74 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G8WWV4, UniRef:UniRef90_W4RW94
cluster_001_consensus	cds	3124683	3125345	+	FAFAHP_13480	dLH	Dienelactone hydrolase	COG:COG0412, COG:Q, RefSeq:WP_043106308.1, SO:0001217, UniParc:UPI0003E086A6, UniRef:UniRef100_A0A5P3KSH1, UniRef:UniRef50_A0A091BTD5, UniRef:UniRef90_A0A7W9EBF2
cluster_001_consensus	cds	3125342	3125779	+	FAFAHP_13485	hinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	COG:COG0537, COG:FR, RefSeq:WP_024939538.1, SO:0001217, UniParc:UPI00039E5724, UniRef:UniRef100_A0A8E4EKI6, UniRef:UniRef50_A0A0F3ISD6, UniRef:UniRef90_A0A2S7ACD3
cluster_001_consensus	cds	3125807	3125974	+	FAFAHP_13490		DUF5668 domain-containing protein	RefSeq:WP_006452352.1, SO:0001217, UniParc:UPI0001FD6FB0, UniRef:UniRef100_A0A0E3YMB9, UniRef:UniRef50_A0A0H2X626, UniRef:UniRef90_A0A0H2X626
cluster_001_consensus	cds	3126448	3126633	+	FAFAHP_13495		DUF5668 domain-containing protein	RefSeq:WP_024939537.1, SO:0001217, UniParc:UPI0003E06AF3, UniRef:UniRef100_W4SJM5, UniRef:UniRef50_E6WU79, UniRef:UniRef90_A0A0H2X5R4
cluster_001_consensus	cds	3126656	3127225	-	FAFAHP_13500	dcd	dCTP deaminase	COG:COG0717, COG:F, EC:3.5.4.13, GO:0000166, GO:0006226, GO:0006229, GO:0008829, KEGG:K01494, RefSeq:WP_010366727.1, SO:0001217, UniParc:UPI0001CBFBE3, UniRef:UniRef100_A0A2S7BKU3, UniRef:UniRef50_Q87XN2, UniRef:UniRef90_Q3BRJ0
cluster_001_consensus	cds	3127322	3128173	-	FAFAHP_13505	apbC	iron-sulfur cluster carrier protein ApbC	COG:COG0489, COG:D, RefSeq:WP_039512183.1, SO:0001217, UniParc:UPI0003E07B5D, UniRef:UniRef100_W4SKU2, UniRef:UniRef50_A0A160DW06, UniRef:UniRef90_G7TL40
cluster_001_consensus	cds	3128545	3128754	-	FAFAHP_13510		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A8D6V1U1, UniRef:UniRef90_A0A8D6V1U1
cluster_001_consensus	cds	3129301	3131499	+	FAFAHP_13515	btuB	Vitamin B12 transporter BtuB	SO:0001217, UniRef:UniRef50_A0A8D6V534, UniRef:UniRef90_A0A8D6V534
cluster_001_consensus	cds	3131841	3134915	+	FAFAHP_13520		Oar protein	RefSeq:WP_016903788.1, SO:0001217, UniParc:UPI0002FF6025, UniRef:UniRef100_A0A2N7V3G5, UniRef:UniRef50_A0A1I0M5F1, UniRef:UniRef90_A0A6V7CNW3
cluster_001_consensus	cds	3135019	3136671	-	FAFAHP_13525		Amino-oxidase domain-containing protein	SO:0001217, UniParc:UPI0003E068C7, UniRef:UniRef100_W4SK90, UniRef:UniRef50_A0A173L0T5, UniRef:UniRef90_W4SK90
cluster_001_consensus	cds	3136944	3139067	+	FAFAHP_13530	pepO	putative metalloendopeptidase	COG:COG3590, COG:O, SO:0001217, UniRef:UniRef50_A0A091BB20, UniRef:UniRef90_A0A7W7KUH5
cluster_001_consensus	cds	3139431	3141524	+	FAFAHP_13535		Peptidase	RefSeq:WP_039512184.1, SO:0001217, UniParc:UPI0003E0681F, UniRef:UniRef100_W4SJ17, UniRef:UniRef50_A0A160DW53, UniRef:UniRef90_W4SJ17
cluster_001_consensus	cds	3141709	3143721	+	FAFAHP_13540	pepO	putative metalloendopeptidase	COG:COG3590, COG:O, RefSeq:WP_039512185.1, SO:0001217, UniParc:UPI0003E070A1, UniRef:UniRef100_A0A5P3KQU9, UniRef:UniRef50_J7SZC8, UniRef:UniRef90_A0A8D6V512
cluster_001_consensus	cds	3143926	3144087	-	FAFAHP_13545		Rhomboid family intramembrane serine protease	SO:0001217, UniParc:UPI0003E075A4, UniRef:UniRef100_W4SJN4, UniRef:UniRef50_A0A8D6UZ30, UniRef:UniRef90_A0A8D6UZ30
cluster_001_consensus	cds	3144205	3144903	-	FAFAHP_13550	glpG	Membrane-associated serine protease, rhomboid family	COG:COG0705, COG:O, RefSeq:WP_039512199.1, SO:0001217, UniParc:UPI00039E7147, UniRef:UniRef100_A0A383T2V0, UniRef:UniRef50_A0A8D6UZM2, UniRef:UniRef90_A0A8D6UZM2
cluster_001_consensus	cds	3144944	3145351	-	FAFAHP_13555		Cysteine methyltransferase	RefSeq:WP_039512186.1, SO:0001217, UniParc:UPI0003E06A31, UniRef:UniRef100_W4SKV1, UniRef:UniRef50_A0A0E3YPN4, UniRef:UniRef90_A0A0E3YPN4
cluster_001_consensus	cds	3145836	3147206	-	FAFAHP_13560	gorA	glutathione-disulfide reductase	RefSeq:WP_039512187.1, SO:0001217, UniParc:UPI0003E07EF5, UniRef:UniRef100_W4SJ23, UniRef:UniRef50_A0A4V2BJN5, UniRef:UniRef90_A0A6V7DKF8
cluster_001_consensus	cds	3147203	3148453	-	FAFAHP_13565		DAO domain-containing protein	RefSeq:WP_039512188.1, SO:0001217, UniParc:UPI0003E084E7, UniRef:UniRef100_W4SJA5, UniRef:UniRef50_A0A091B8C4, UniRef:UniRef90_W4SJA5
cluster_001_consensus	cds	3148461	3149705	-	FAFAHP_13570		DUF418 domain-containing protein	RefSeq:WP_039512189.1, SO:0001217, UniParc:UPI0003E083F5, UniRef:UniRef100_W4SJN9, UniRef:UniRef50_A0A1E7RNX2, UniRef:UniRef90_A0A2S7AFU1
cluster_001_consensus	cds	3149913	3150467	-	FAFAHP_13575	slpA	Peptidyl-prolyl cis-trans isomerase, FKBP type	COG:COG1047, COG:O, SO:0001217, UniParc:UPI0003E06D5B, UniRef:UniRef100_W4SKA0, UniRef:UniRef50_A0A7V8JM20, UniRef:UniRef90_Q5GXM7
cluster_001_consensus	cds	3150502	3151047	+	FAFAHP_13580		Glycoside hydrolase	SO:0001217, UniParc:UPI000461CE90, UniRef:UniRef100_W4S124, UniRef:UniRef50_A0A2J0SU50, UniRef:UniRef90_A0A1A9MF40
cluster_001_consensus	cds	3151157	3151906	+	FAFAHP_13585	nlpC	Cell wall-associated hydrolase, NlpC_P60 family	COG:COG0791, COG:M, RefSeq:WP_039512191.1, SO:0001217, UniParc:UPI0003A44327, UniRef:UniRef100_A0A8E4EMU2, UniRef:UniRef50_V7ZDZ3, UniRef:UniRef90_V7ZDZ3
cluster_001_consensus	cds	3152056	3152547	-	FAFAHP_13590	yciA	Acyl-CoA hydrolase	COG:COG1607, COG:I, RefSeq:WP_039512192.1, SO:0001217, UniParc:UPI0003E0715B, UniRef:UniRef100_W4SJB0, UniRef:UniRef50_A0A2U9TE40, UniRef:UniRef90_W4SJB0
cluster_001_consensus	cds	3152654	3153490	-	FAFAHP_13595		Methyltransf-25 domain-containing protein	RefSeq:WP_039512193.1, SO:0001217, UniParc:UPI0003AA0CB1, UniRef:UniRef100_W4SJP4, UniRef:UniRef50_A0A6V7DSG1, UniRef:UniRef90_W4SJP4
cluster_001_consensus	cds	3153500	3154840	-	FAFAHP_13600	gltP	Na+/H+-dicarboxylate symporter	COG:C, COG:COG1301, RefSeq:WP_039512194.1, SO:0001217, UniParc:UPI0003E076F6, UniRef:UniRef100_W4SKA4, UniRef:UniRef50_W4SKA4, UniRef:UniRef90_W4SKA4
cluster_001_consensus	cds	3154988	3156688	+	FAFAHP_13605	phoA	Alkaline phosphatase	COG:COG1785, COG:PR, SO:0001217, UniParc:UPI0003E08035, UniRef:UniRef100_A0A5P3KQT7, UniRef:UniRef50_A0A0S2G3Q3, UniRef:UniRef90_A0A1Y6H508
cluster_001_consensus	cds	3156780	3158075	+	FAFAHP_13610	tilS	tRNA(Ile)-lysidine synthase	RefSeq:WP_043087311.1, SO:0001217, UniParc:UPI000461240B, UniRef:UniRef100_A0A5P3KQ54, UniRef:UniRef50_Q8PIY5, UniRef:UniRef90_A0A2N9D7F7
cluster_001_consensus	cds	3158107	3158370	+	FAFAHP_13615	xseB	exodeoxyribonuclease VII small subunit	COG:COG1722, COG:L, EC:3.1.11.6, GO:0005737, GO:0006308, GO:0008855, GO:0009318, RefSeq:WP_016903977.1, SO:0001217, UniParc:UPI0003014490, UniRef:UniRef100_A0A0E3YMM9, UniRef:UniRef50_B2FP36, UniRef:UniRef90_Q8PIY4
cluster_001_consensus	cds	3158372	3159247	+	FAFAHP_13620	ispA	Geranylgeranyl pyrophosphate synthase	COG:COG0142, COG:H, RefSeq:WP_016903976.1, SO:0001217, UniParc:UPI0002D9A2D6, UniRef:UniRef100_A0A2N7V3C5, UniRef:UniRef50_A0A0D0R5E5, UniRef:UniRef90_A0A7G9KKL3
cluster_001_consensus	cds	3159790	3160137	+	FAFAHP_13625		DUF916 domain-containing protein	SO:0001217, UniParc:UPI0003E08505, UniRef:UniRef100_W4S134, UniRef:UniRef50_W4SMY0, UniRef:UniRef90_W4SMY0
cluster_001_consensus	cds	3160134	3160847	+	FAFAHP_13630		Aspzincin-M35 domain-containing protein	SO:0001217, UniParc:UPI0003E07D10, UniRef:UniRef100_W4SMG6, UniRef:UniRef50_W4SMG6, UniRef:UniRef90_W4SMG6
cluster_001_consensus	cds	3160918	3161301	-	FAFAHP_13635		DUF4870 domain-containing protein	SO:0001217, UniParc:UPI00030E9D5B, UniRef:UniRef100_A0A7U7DA47, UniRef:UniRef50_V7ZES7, UniRef:UniRef90_F0C434
cluster_001_consensus	cds	3161475	3162842	-	FAFAHP_13640	pmbA	metalloprotease PmbA	COG:COG0312, COG:R, RefSeq:WP_039512196.1, SO:0001217, UniParc:UPI0003E072DA, UniRef:UniRef100_W4SP22, UniRef:UniRef50_A0A8J7X5G8, UniRef:UniRef90_V7ZE50
cluster_001_consensus	cds	3162895	3163476	+	FAFAHP_13645	yjgA	ribosome-associated protein	COG:COG3028, COG:J, KEGG:K09889, RefSeq:WP_016904884.1, SO:0001217, UniParc:UPI0002D67896, UniRef:UniRef100_A0A2N7V3F4, UniRef:UniRef50_Q8PIX9, UniRef:UniRef90_Q8PIX9
cluster_001_consensus	cds	3163628	3165073	-	FAFAHP_13650	tldD	metalloprotease TldD	COG:COG0312, COG:R, RefSeq:WP_024940782.1, SO:0001217, UniParc:UPI0003E06467, UniRef:UniRef100_W4SMX6, UniRef:UniRef50_Q89AE1, UniRef:UniRef90_A0A0A6TMW2
cluster_001_consensus	cds	3165173	3165928	+	FAFAHP_13655		BPL/LPL catalytic domain-containing protein	RefSeq:WP_039512197.1, SO:0001217, UniParc:UPI0003E07793, UniRef:UniRef100_W4SMG3, UniRef:UniRef50_A0A0R0A7M0, UniRef:UniRef90_A0A2N7V3I4
cluster_001_consensus	cds	3166052	3169978	-	FAFAHP_13660	yhdP	YhdP family protein	SO:0001217, UniRef:UniRef50_A0A7V8JMC2, UniRef:UniRef90_W4S1Q7
cluster_001_consensus	cds	3170148	3171647	-	FAFAHP_13665	rng	ribonuclease G	COG:COG1530, COG:J, RefSeq:WP_024939725.1, SO:0001217, UniParc:UPI0003A4DBD4, UniRef:UniRef100_W4SND7, UniRef:UniRef50_A0A0H3NGK0, UniRef:UniRef90_A0A0A6U5S8
cluster_001_consensus	cds	3171647	3172219	-	FAFAHP_13670	maf	Maf-like protein	COG:COG0424, COG:Q, EC:3.6.1.9, GO:0005737, GO:0009117, GO:0036218, GO:0036221, RefSeq:WP_039515714.1, SO:0001217, UniParc:UPI0003E0848F, UniRef:UniRef100_W4SMX2, UniRef:UniRef50_Q3SG65, UniRef:UniRef90_Q3BRF4
cluster_001_consensus	cds	3172342	3173076	+	FAFAHP_13675	yggE	putative conserved protein YggE, contains kinase-interacting SIMPL domain	COG:COG2968, COG:S, RefSeq:WP_043105585.1, SO:0001217, UniParc:UPI0003E084A6, UniRef:UniRef100_W4SMF9, UniRef:UniRef50_D2UF57, UniRef:UniRef90_A0A1L5QPX0
cluster_001_consensus	cds	3173378	3174046	+	FAFAHP_13680	tonB	Energy transducer TonB	SO:0001217, UniParc:UPI0003E067AE, UniRef:UniRef100_A0A5P3KSD8, UniRef:UniRef50_A0A2S7DFY5, UniRef:UniRef90_A0A0E3UE44
cluster_001_consensus	cds	3174285	3174755	-	FAFAHP_13685	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	COG:COG1576, COG:J, EC:2.1.1.177, GO:0005737, GO:0070038, RefSeq:WP_016903756.1, SO:0001217, UniParc:UPI00031B94A4, UniRef:UniRef100_A0A0E3UDY7, UniRef:UniRef50_B2FPR2, UniRef:UniRef90_Q2P0N7
cluster_001_consensus	cds	3174877	3176418	+	FAFAHP_13690	phoX	Secreted phosphatase, PhoX family	COG:COG3211, COG:R, RefSeq:WP_039515719.1, SO:0001217, UniParc:UPI0003E074B1, UniRef:UniRef100_A0A5P3KTF7, UniRef:UniRef50_A0A7W7KUF5, UniRef:UniRef90_A0A7W7KUF5
cluster_001_consensus	cds	3176643	3177758	-	FAFAHP_13695	dnaJ	Molecular chaperone DnaJ	RefSeq:WP_043088357.1, SO:0001217, UniParc:UPI000460C467, UniRef:UniRef100_A0A5P3KR32, UniRef:UniRef50_F0C422, UniRef:UniRef90_A0A7W9A938
cluster_001_consensus	cds	3177770	3178180	-	FAFAHP_13700	rsfS	ribosome silencing factor	COG:COG0799, COG:J, RefSeq:WP_024939731.1, SO:0001217, UniParc:UPI0003A3E29B, UniRef:UniRef100_W4SMV2, UniRef:UniRef50_A0A0S2DJR4, UniRef:UniRef90_H8FGH9
cluster_001_consensus	cds	3178238	3179107	-	FAFAHP_13705	nadD	nicotinate-nucleotide adenylyltransferase	SO:0001217, UniParc:UPI0005BDB626, UniRef:UniRef100_A0A5P3KQA7, UniRef:UniRef50_Q3BRE8, UniRef:UniRef90_A0A0E3UE46
cluster_001_consensus	cds	3179104	3180132	-	FAFAHP_13710	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, RefSeq:WP_039512205.1, SO:0001217, UniParc:UPI0003E069DB, UniRef:UniRef100_W4SLP9, UniRef:UniRef50_A0A522GZK6, UniRef:UniRef90_A0A1Y6HN00
cluster_001_consensus	cds	3180318	3180959	-	FAFAHP_13715	lptE	Outer membrane lipoprotein LptE/RlpB (LPS assembly)	COG:COG2980, COG:M, RefSeq:WP_024939734.1, SO:0001217, UniParc:UPI0004614393, UniRef:UniRef100_A0A0E3YME6, UniRef:UniRef50_A0A0U5FFD1, UniRef:UniRef90_A0A0H2X7Q3
cluster_001_consensus	cds	3181371	3184013	-	FAFAHP_13720	leuS	leucine--tRNA ligase	EC:6.1.1.4, GO:0002161, GO:0004823, GO:0005524, GO:0005829, GO:0006429, RefSeq:WP_039512206.1, SO:0001217, UniParc:UPI000461AC2B, UniRef:UniRef100_W4SMU9, UniRef:UniRef50_Q8P7J1, UniRef:UniRef90_Q8P7J1
cluster_001_consensus	cds	3184081	3184698	-	FAFAHP_13725		DUF998 domain-containing protein	RefSeq:WP_016903765.1, SO:0001217, UniParc:UPI0003187B42, UniRef:UniRef100_A0A2N7V3D2, UniRef:UniRef50_A0A0H2X5X3, UniRef:UniRef90_A0A1V9GUN9
cluster_001_consensus	cds	3184907	3185764	+	FAFAHP_13730	trxA	thioredoxin	COG:COG3118, COG:O, RefSeq:WP_043088360.1, SO:0001217, UniParc:UPI0004613CDE, UniRef:UniRef100_A0A5P3KSC8, UniRef:UniRef50_M5D1E5, UniRef:UniRef90_A0A0G9BEM9
cluster_001_consensus	cds	3185991	3186440	+	FAFAHP_13735		DUF4442 domain-containing protein	RefSeq:WP_224096734.1, SO:0001217, UniParc:UPI001CC7E00B, UniRef:UniRef100_UPI001CC7E00B, UniRef:UniRef50_A0A6J4LIY1, UniRef:UniRef90_A0A098PXS4
cluster_001_consensus	cds	3187655	3189856	+	FAFAHP_13740	xopN	type III secretion system effector XopN	RefSeq:WP_039512207.1, SO:0001217, UniParc:UPI0003E08634, UniRef:UniRef100_A0A2N7V3A9, UniRef:UniRef50_Q5H623, UniRef:UniRef90_A0A7W7KUT2
cluster_001_consensus	cds	3189940	3190212	-	FAFAHP_13745		Exported protein	RefSeq:WP_080591437.1, SO:0001217, UniParc:UPI000318123F, UniRef:UniRef100_A0A2N7V3C9, UniRef:UniRef50_A0A2S7A2R7, UniRef:UniRef90_A0A1V9H351
cluster_001_consensus	cds	3190624	3190866	+	FAFAHP_13750		DUF378 domain-containing protein	KEGG:K09779, RefSeq:WP_039512208.1, SO:0001217, UniParc:UPI000461F86F, UniRef:UniRef100_W4SLU5, UniRef:UniRef50_V7ZEP8, UniRef:UniRef90_W4SLU5
cluster_001_consensus	cds	3190886	3191923	+	FAFAHP_13755	ppiB	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	COG:COG0652, COG:O, SO:0001217, UniParc:UPI001CE6896D, UniRef:UniRef100_A0A5P3KQ94, UniRef:UniRef50_A0A075K4S0, UniRef:UniRef90_A0A0B2CQT9
cluster_001_consensus	cds	3191968	3192855	-	FAFAHP_13760	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, RefSeq:WP_016905078.1, SO:0001217, UniParc:UPI0002F80542, UniRef:UniRef100_W4SNG0, UniRef:UniRef50_B4SPZ9, UniRef:UniRef90_A0A0H2X5W8
cluster_001_consensus	cds	3193026	3194018	+	FAFAHP_13765	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_039512210.1, SO:0001217, UniParc:UPI0003A6F228, UniRef:UniRef100_W4SMU0, UniRef:UniRef50_A0A562E430, UniRef:UniRef90_A0A0U5FHG1
cluster_001_consensus	cds	3194189	3194329	+	FAFAHP_13770		hypothetical protein	
cluster_001_consensus	cds	3194473	3194766	+	FAFAHP_13775		DUF211 domain-containing protein	RefSeq:WP_005994696.1, SO:0001217, UniParc:UPI0001FD4665, UniRef:UniRef100_A0A0E3YMQ3, UniRef:UniRef50_A0A0H2X7P2, UniRef:UniRef90_A0A0E3YMQ3
cluster_001_consensus	cds	3194972	3195781	-	FAFAHP_13780		DUF4349 domain-containing protein	RefSeq:WP_039512211.1, SO:0001217, UniParc:UPI000461FCC5, UniRef:UniRef100_A0A5P3KQ40, UniRef:UniRef50_A0A7W9A8C1, UniRef:UniRef90_A0A7W9A8C1
cluster_001_consensus	cds	3195778	3196134	-	FAFAHP_13785		Aldehyde-activating protein	RefSeq:WP_039512212.1, SO:0001217, UniParc:UPI0003E0736C, UniRef:UniRef100_W4SLN6, UniRef:UniRef50_A0A0E3YMH7, UniRef:UniRef90_A0A0E3YMH7
cluster_001_consensus	cds	3196232	3198037	+	FAFAHP_13790		DUF885 domain-containing protein	COG:COG4805, COG:S, RefSeq:WP_043088395.1, SO:0001217, UniParc:UPI000460A873, UniRef:UniRef100_W4SNF5, UniRef:UniRef50_A0A1G4A2Q2, UniRef:UniRef90_W4SNF5
cluster_001_consensus	cds	3198342	3199169	-	FAFAHP_13795		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_W4SM12, UniRef:UniRef90_W4SM12
cluster_001_consensus	cds	3199189	3200208	+	FAFAHP_13800		hypothetical protein	
cluster_001_consensus	cds	3200364	3200960	-	FAFAHP_13805		Plasmid pRiA4b ORF-3 family protein	RefSeq:WP_016903973.1, SO:0001217, UniParc:UPI00030CE212, UniRef:UniRef100_A0A2N7V3A0, UniRef:UniRef50_V7ZAF4, UniRef:UniRef90_A0A0E3UDZ5
cluster_001_consensus	cds	3201212	3202477	-	FAFAHP_13810	kefB	Kef-type K+ transport system, membrane component KefB	COG:COG0475, COG:P, RefSeq:WP_016903971.1, SO:0001217, UniParc:UPI00037C6CA2, UniRef:UniRef100_W4SNM0, UniRef:UniRef50_K9CVC3, UniRef:UniRef90_W4SNM0
cluster_001_consensus	cds	3202805	3204364	-	FAFAHP_13815		Serine hydrolase	SO:0001217, UniParc:UPI0004ACAAE4, UniRef:UniRef100_A0A5P3KR10, UniRef:UniRef50_Q3BRB5, UniRef:UniRef90_A0A1A9MFJ9
cluster_001_consensus	cds	3204423	3204923	-	FAFAHP_13820	rraA	ribonuclease E activity regulator RraA	RefSeq:WP_039512214.1, SO:0001217, UniParc:UPI0003E0759D, UniRef:UniRef100_W4SM16, UniRef:UniRef50_Q8EE23, UniRef:UniRef90_F0C401
cluster_001_consensus	cds	3205202	3206035	+	FAFAHP_13825		DUF72 domain-containing protein	RefSeq:WP_043088427.1, SO:0001217, UniParc:UPI0004615691, UniRef:UniRef100_A0A5P3KQ86, UniRef:UniRef50_A0A108UDD1, UniRef:UniRef90_A0A1Y6HLD2
cluster_001_consensus	cds	3206073	3207020	+	FAFAHP_13830	eamA	EamA family transporter	RefSeq:WP_054590764.1, SO:0001217, UniParc:UPI0006CAED42, UniRef:UniRef100_A0A5P3KTC2, UniRef:UniRef50_D2U8W7, UniRef:UniRef90_V7ZAF9
cluster_001_consensus	cds	3207109	3208179	-	FAFAHP_13835		GGDEF domain-containing protein	RefSeq:WP_039512215.1, SO:0001217, UniParc:UPI0004B5BEE4, UniRef:UniRef100_A0A5P3KQP2, UniRef:UniRef50_Q8PIT5, UniRef:UniRef90_Q8PIT5
